programming,maths,communication,logic,self_learning,projects_completed,years_experience,internships,gpa,career
55,61,84,67,0,1,1,0,8.6,Teacher
81,82,75,79,1,4,3,1,8.6,HR
79,90,69,78,1,3,3,1,8.6,HR
80,87,73,87,0,6,3,1,8.6,HR
76,88,61,87,1,5,2,0,8.6,HR
52,78,88,76,1,3,1,0,8.6,Teacher
67,62,82,68,0,1,0,0,8.6,Teacher
81,79,61,83,1,6,3,1,8.6,Software
73,94,69,87,1,6,1,1,8.6,HR
82,90,60,88,1,5,1,1,8.6,HR
80,73,64,85,1,5,2,1,8.6,Software
92,84,72,88,1,6,4,1,8.6,Software
63,67,92,78,1,2,0,1,8.6,Teacher
80,85,71,83,1,5,2,1,8.6,Software
89,81,68,89,1,7,4,1,8.6,Teacher
82,74,66,75,1,4,2,1,8.6,Software
87,88,74,75,1,7,1,1,8.6,Software
69,79,92,79,0,2,1,0,8.6,Teacher
65,70,88,71,1,2,0,1,8.6,Teacher
88,72,71,77,1,7,4,1,8.6,Software
64,78,86,67,1,2,1,1,8.6,Teacher
54,65,93,74,0,1,0,0,8.6,Teacher
75,87,61,85,1,4,2,0,8.6,HR
70,84,77,85,1,4,2,1,8.6,HR
93,73,72,89,1,4,2,1,8.6,Software
70,91,67,83,0,4,2,0,8.6,HR
70,86,67,78,1,6,1,1,8.6,HR
80,74,70,89,1,4,1,1,8.6,Software
87,73,70,82,1,4,3,1,8.6,Software
79,84,71,88,1,3,3,0,8.6,HR
84,85,78,83,0,5,3,0,8.6,HR
58,64,86,70,0,3,0,1,8.6,Teacher
80,81,60,76,1,7,1,1,8.6,Software
76,85,75,81,1,6,1,1,8.6,HR
66,86,76,85,1,4,3,0,8.6,HR
94,86,64,75,1,6,2,1,8.6,HR
54,65,83,70,1,1,0,0,8.6,Teacher
84,76,59,83,1,6,1,1,8.6,Software
82,84,66,83,1,6,3,1,8.6,Software
86,84,55,86,1,5,3,1,8.6,Software
70,91,62,86,0,3,3,1,8.6,HR
72,94,74,76,0,4,2,1,8.6,Teacher
86,71,61,81,1,7,3,1,8.6,Software
89,70,67,78,1,4,4,1,8.6,Software
53,61,87,70,1,3,0,0,8.6,Teacher
66,93,72,76,1,6,2,0,8.6,HR
91,80,56,83,1,7,2,1,8.6,Software
80,70,69,75,1,5,1,1,8.6,Software
66,60,84,71,1,2,1,0,8.6,Teacher
94,75,61,78,1,4,4,1,8.6,Software
84,70,71,85,1,7,4,1,8.6,Software
74,86,64,76,1,4,2,1,8.6,HR
90,79,58,79,1,7,1,1,8.6,Software
69,85,73,85,1,4,3,0,8.6,HR
80,89,70,83,1,6,1,1,8.6,Software
76,87,74,82,1,6,3,1,8.6,HR
90,89,59,77,1,6,3,1,8.6,Software
84,89,57,79,1,5,3,1,8.6,Software
81,89,67,87,0,3,2,1,8.6,HR
51,63,81,73,0,2,1,1,8.6,Teacher
82,88,65,78,1,4,1,1,8.6,Software
74,87,71,80,1,6,3,1,8.6,HR
66,67,91,73,0,3,0,0,8.6,Teacher
70,84,70,83,0,5,1,0,8.6,HR
83,76,55,82,1,4,3,1,8.6,Software
84,82,62,89,1,6,1,1,8.6,Software
86,87,64,75,1,5,2,1,8.6,Software
92,89,73,81,1,5,4,1,8.6,Software
63,72,88,71,1,1,1,1,8.6,Teacher
91,73,67,75,1,6,4,1,8.6,Software
82,83,70,85,1,6,2,1,8.6,Software
70,86,69,82,1,3,1,1,8.6,HR
85,72,71,86,1,7,2,1,8.6,Software
53,68,85,73,1,2,1,0,8.6,HR
53,74,83,76,1,2,0,0,8.6,Teacher
93,81,57,85,1,4,3,1,8.6,Software
83,77,61,84,1,4,1,1,8.6,Software
81,92,70,88,0,3,2,1,8.6,HR
81,81,67,81,0,4,3,1,8.6,HR
82,93,72,81,1,4,3,1,8.6,HR
67,72,88,72,1,2,1,0,8.6,Teacher
81,82,69,79,1,7,4,1,8.6,Software
56,61,82,65,0,1,1,0,8.6,Software
58,77,80,72,1,3,0,0,8.6,Teacher
59,61,81,75,1,3,0,0,8.6,Teacher
81,84,79,87,0,3,2,0,8.6,HR
88,89,64,82,1,6,3,1,8.6,Software
94,74,67,77,1,4,2,1,8.6,Software
90,87,58,76,1,4,3,1,8.6,Software
83,93,62,78,1,4,3,1,8.6,HR
87,88,59,82,1,6,2,1,8.6,Software
61,67,85,79,1,3,0,1,8.6,Software
53,69,87,65,1,1,1,1,8.6,Teacher
88,77,60,78,1,6,1,1,8.6,Software
71,90,70,78,1,5,3,0,8.6,HR
52,66,80,76,0,3,1,0,8.6,Teacher
69,90,71,75,1,3,1,0,8.6,HR
63,75,89,77,1,2,0,0,8.6,Teacher
86,79,68,78,1,7,3,1,8.6,Software
57,62,91,77,0,3,1,0,8.6,Teacher
60,66,94,76,1,3,0,0,8.6,Teacher
75,87,74,83,0,3,1,0,8.6,HR
80,82,69,80,1,4,1,0,8.6,HR
53,68,80,71,0,2,0,0,8.6,Teacher
94,78,56,76,1,7,3,1,8.6,Software
94,76,69,81,1,4,2,1,8.6,Software
78,88,73,83,1,4,3,0,8.6,HR
52,74,90,75,0,1,0,0,8.6,Teacher
75,84,75,81,0,6,3,1,8.6,HR
62,69,80,78,0,1,0,0,8.6,Teacher
55,66,80,70,1,1,0,0,8.6,Teacher
82,83,70,88,1,4,1,1,8.6,Software
69,64,84,67,1,2,0,0,8.6,Software
90,76,74,87,1,6,1,1,8.6,Teacher
70,87,78,84,1,6,1,1,8.6,HR
64,63,82,78,1,3,1,1,8.6,Teacher
65,80,79,87,1,5,2,0,8.6,HR
85,75,60,83,1,5,3,1,8.6,Software
50,63,89,76,1,3,1,0,8.6,Teacher
94,82,68,81,1,5,4,1,8.6,Software
93,83,67,86,1,7,1,1,8.6,Software
75,88,66,87,1,3,1,0,8.6,HR
89,76,74,84,1,5,1,1,8.6,Software
72,82,73,81,1,3,3,0,8.6,HR
80,74,69,82,1,4,1,1,8.6,Software
75,91,66,75,1,6,1,1,8.6,HR
83,90,76,86,1,4,1,0,8.6,HR
67,66,82,77,0,3,0,1,8.6,Teacher
81,79,61,86,1,5,4,1,8.6,Software
68,65,91,72,0,2,1,0,8.6,Teacher
71,94,76,89,1,5,2,0,8.6,HR
63,74,87,77,0,1,1,1,8.6,Teacher
81,89,62,88,1,6,1,1,8.6,Software
50,65,90,68,1,3,0,0,8.6,Teacher
52,72,90,67,0,3,1,0,8.6,Teacher
85,72,67,89,1,4,2,1,8.6,Software
61,63,81,76,0,2,0,1,8.6,Teacher
88,84,58,87,1,5,3,1,8.6,Software
77,92,71,81,0,3,3,1,8.6,HR
90,79,71,77,1,7,4,1,8.6,Software
58,75,82,79,1,2,1,1,8.6,Teacher
87,76,65,80,1,4,4,1,8.6,Software
92,74,60,87,1,6,4,1,8.6,Software
91,73,71,79,1,7,1,1,8.6,Software
77,91,78,84,0,5,3,0,8.6,HR
94,76,65,81,1,4,4,1,8.6,Software
80,90,62,75,1,6,3,0,8.6,HR
69,61,92,73,1,3,1,1,8.6,Teacher
84,72,65,87,1,7,2,1,8.6,Software
92,76,65,77,1,6,1,1,8.6,Software
72,84,74,78,1,3,2,0,8.6,HR
73,90,75,88,1,4,2,0,8.6,HR
82,84,65,82,1,4,4,1,8.6,Software
76,86,60,89,0,4,2,0,8.6,HR
67,94,61,89,0,6,2,1,8.6,HR
56,70,83,71,0,2,1,0,8.6,Teacher
83,79,64,81,1,5,3,1,8.6,Software
92,79,74,88,1,7,1,1,8.6,Software
51,66,83,65,1,3,1,1,8.6,Teacher
67,74,84,70,0,3,1,0,8.6,Teacher
79,89,67,76,0,5,1,1,8.6,HR
75,82,63,79,0,3,2,1,8.6,HR
82,71,60,89,1,5,4,1,8.6,Software
84,92,70,84,0,5,2,1,8.6,HR
85,72,70,81,1,6,3,1,8.6,Software
71,81,60,78,0,6,1,1,8.6,HR
80,85,63,77,1,6,2,1,8.6,HR
66,65,90,66,0,3,0,0,8.6,Teacher
60,70,88,70,1,3,1,0,8.6,Teacher
90,85,55,86,1,7,4,1,8.6,Software
63,73,89,76,1,3,1,1,8.6,Teacher
94,89,61,83,1,5,4,1,8.6,Software
81,81,62,82,1,6,1,1,8.6,Software
59,75,81,68,1,2,1,1,8.6,Teacher
57,76,91,67,0,2,0,0,8.6,Teacher
89,82,57,87,1,5,4,1,8.6,Software
72,89,67,84,0,3,1,1,8.6,HR
50,66,80,67,1,1,1,0,8.6,Teacher
68,88,72,83,1,3,3,1,8.6,HR
90,73,55,82,1,6,2,1,8.6,Software
85,75,57,80,1,7,4,1,8.6,Software
79,88,63,85,0,5,1,0,8.6,HR
64,79,88,79,0,2,1,1,8.6,Teacher
77,91,60,89,0,6,1,0,8.6,HR
85,76,59,84,1,5,2,1,8.6,Software
68,94,61,83,0,4,3,1,8.6,HR
83,88,73,86,1,5,1,1,8.6,Software
66,83,65,75,1,5,2,0,8.6,HR
54,79,86,71,0,1,0,0,8.6,Teacher
94,79,64,84,1,6,1,1,8.6,Software
66,86,74,83,1,5,3,1,8.6,HR
73,80,69,85,1,5,1,1,8.6,HR
73,94,62,81,1,4,2,1,8.6,HR
78,90,67,89,0,5,2,1,8.6,HR
78,89,79,76,0,5,2,1,8.6,HR
86,79,69,79,1,6,2,1,8.6,Software
69,86,60,80,0,4,3,0,8.6,HR
71,93,75,89,1,4,3,0,8.6,HR
67,92,71,83,0,5,2,1,8.6,HR
66,68,84,73,0,3,0,0,8.6,Teacher
54,76,93,70,0,1,1,1,8.6,Teacher
69,83,65,86,0,5,1,0,8.6,HR
57,78,88,78,1,1,1,1,8.6,Teacher
66,63,83,78,1,1,0,1,8.6,Teacher
81,71,58,78,1,4,4,1,8.6,Software
59,72,91,68,0,2,1,1,8.6,Teacher
90,84,64,84,1,4,1,1,8.6,Software
72,80,74,77,1,4,2,1,8.6,HR
65,81,65,85,1,5,1,1,8.6,HR
51,67,80,71,1,2,1,1,8.6,Teacher
56,61,92,66,1,2,1,0,8.6,Teacher
81,89,62,83,1,5,2,0,8.6,HR
51,74,90,72,1,3,0,1,8.6,Teacher
86,83,69,76,1,6,3,1,8.6,Software
77,93,74,84,1,3,3,1,8.6,HR
69,70,82,72,1,2,0,1,8.6,Teacher
82,84,73,78,0,6,2,1,8.6,HR
80,87,67,79,1,6,2,1,8.6,Teacher
87,77,60,77,1,5,2,1,8.6,Software
75,82,72,75,1,4,2,1,8.6,HR
94,82,68,80,1,4,1,1,8.6,Software
74,82,64,84,0,3,3,1,8.6,HR
69,65,91,69,1,2,1,1,8.6,Teacher
57,78,94,78,1,2,0,0,8.6,Teacher
68,60,84,77,1,1,0,0,8.6,Teacher
84,71,71,78,1,6,1,1,8.6,Software
76,88,78,86,0,5,1,0,8.6,HR
67,74,94,68,1,3,0,1,8.6,Teacher
94,74,74,83,1,5,4,1,8.6,Software
74,90,64,83,0,5,3,1,8.6,HR
53,76,94,67,0,1,0,0,8.6,Teacher
89,72,62,85,1,5,3,1,8.6,Software
73,92,77,83,0,4,2,1,8.6,Software
85,88,69,88,1,7,4,1,8.6,Software
68,80,72,78,1,5,3,0,8.6,HR
56,68,89,69,0,1,1,0,8.6,HR
67,66,94,69,0,2,0,1,8.6,Teacher
85,77,59,84,1,5,2,1,8.6,Software
84,83,71,86,1,7,4,1,8.6,Software
65,62,81,74,0,2,0,0,8.6,Teacher
90,80,55,86,1,4,1,1,8.6,Software
83,89,64,85,1,6,1,1,8.6,HR
61,62,82,77,0,3,0,1,8.6,Software
57,76,88,70,1,3,0,1,8.6,Teacher
78,89,69,84,0,6,2,1,8.6,HR
93,87,65,89,1,4,4,1,8.6,HR
83,81,74,76,1,3,2,1,8.6,HR
51,66,91,71,1,1,0,1,8.6,Teacher
72,89,75,86,0,6,2,1,8.6,HR
67,87,74,75,1,6,3,1,8.6,HR
88,82,66,88,1,6,1,1,8.6,Software
84,73,69,81,1,6,1,1,8.6,Software
64,75,93,75,0,2,0,1,8.6,Teacher
91,87,66,85,1,6,2,1,8.6,Software
64,75,88,68,1,1,1,1,8.6,Teacher
79,93,68,87,0,5,3,1,8.6,HR
52,74,93,65,0,1,1,0,8.6,Teacher
50,64,85,78,0,2,1,0,8.6,Teacher
61,76,90,66,0,1,1,1,8.6,Teacher
94,74,59,78,1,5,4,1,8.6,Software
58,62,87,71,1,2,0,0,8.6,Teacher
68,84,68,86,1,5,3,0,8.6,Software
81,74,59,86,1,6,3,1,8.6,Software
89,71,62,82,1,4,1,1,8.6,Software
51,63,93,67,1,1,1,1,8.6,Teacher
83,77,58,79,1,5,1,1,8.6,Software
63,70,90,75,1,3,1,0,8.6,Teacher
74,90,72,77,0,3,1,1,8.6,HR
50,73,84,69,1,2,1,1,8.6,Teacher
51,60,86,70,1,2,1,1,8.6,Teacher
65,93,66,86,1,6,3,1,8.6,HR
77,86,79,78,1,3,2,0,8.6,HR
68,77,84,70,1,3,0,0,8.6,Teacher
69,81,69,81,1,6,3,0,8.6,HR
80,89,77,89,0,6,1,0,8.6,HR
68,78,81,67,0,3,1,1,8.6,Teacher
85,82,74,78,1,5,2,1,8.6,Software
59,64,93,73,1,3,1,1,8.6,Teacher
68,69,80,66,1,2,1,1,8.6,Teacher
94,86,72,80,1,5,1,1,8.6,Software
84,75,69,79,1,6,3,1,8.6,Software
67,77,88,66,1,2,0,1,8.6,Teacher
80,94,68,78,0,4,2,1,8.6,Teacher
81,88,74,78,1,6,1,1,8.6,Software
84,83,63,75,1,6,1,1,8.6,Software
72,85,63,78,1,6,2,0,8.6,HR
75,91,70,81,1,5,1,1,8.6,HR
67,72,80,72,1,3,0,1,8.6,Teacher
78,90,72,81,0,3,3,0,8.6,HR
68,81,76,77,0,6,3,1,8.6,HR
82,88,66,82,1,3,3,0,8.6,HR
79,80,70,75,0,5,3,0,8.6,HR
53,69,83,70,0,1,1,0,8.6,Teacher
71,81,76,87,0,3,1,0,8.6,HR
57,68,80,70,0,3,1,0,8.6,Teacher
63,63,87,72,1,1,0,1,8.6,Teacher
88,71,67,79,1,7,3,1,8.6,Software
58,71,81,72,0,2,0,0,8.6,Teacher
57,73,80,77,0,1,1,1,8.6,Teacher
55,62,81,69,0,1,1,0,8.6,Software
51,67,90,69,1,1,1,1,8.6,Teacher
66,79,80,77,1,2,0,1,8.6,Teacher
66,86,69,85,0,4,1,0,8.6,HR
59,73,91,77,0,2,0,1,8.6,Teacher
66,87,75,86,1,6,2,0,8.6,HR
84,88,64,81,0,4,2,0,8.6,HR
54,72,87,72,0,1,0,0,8.6,Teacher
65,92,61,81,1,5,3,0,8.6,HR
77,86,78,78,0,5,3,1,8.6,HR
88,83,68,84,1,7,2,1,8.6,Software
74,80,67,80,1,6,1,0,8.6,HR
53,64,89,70,1,3,1,1,8.6,Teacher
92,75,55,79,1,4,4,1,8.6,Software
64,72,88,74,0,2,0,0,8.6,Teacher
67,83,64,88,0,6,1,1,8.6,HR
78,92,72,77,1,4,3,1,8.6,Software
88,78,69,75,1,6,2,1,8.6,Software
75,94,69,88,1,5,1,1,8.6,HR
86,79,72,89,1,5,2,1,8.6,Software
79,83,67,76,1,3,2,0,8.6,HR
80,86,56,87,1,5,3,1,8.6,Software
78,94,71,77,1,6,2,1,8.6,HR
91,86,72,88,1,6,2,1,8.6,Software
52,60,86,73,1,3,1,1,8.6,Teacher
73,94,69,82,1,3,1,1,8.6,HR
81,78,63,77,1,4,2,1,8.6,Software
80,92,61,78,1,3,1,0,8.6,HR
63,69,86,68,0,3,0,0,8.6,Teacher
81,82,61,82,0,3,2,1,8.6,HR
67,72,87,68,0,2,1,0,8.6,Teacher
67,64,88,65,0,2,0,0,8.6,Teacher
77,88,61,82,1,3,2,1,8.6,HR
93,86,55,83,1,7,3,1,8.6,Software
65,73,90,78,1,3,1,0,8.6,Teacher
82,87,68,84,1,4,1,1,8.6,Software
50,77,83,68,1,1,1,1,8.6,Teacher
69,87,63,77,0,3,2,0,8.6,HR
83,78,74,89,1,7,1,1,8.6,Software
66,81,64,78,1,4,2,0,8.6,HR
82,84,73,89,1,7,2,1,8.6,Software
71,87,65,88,1,5,2,1,8.6,HR
93,87,68,79,1,4,2,1,8.6,Software
64,79,85,67,1,1,1,1,8.6,Teacher
69,63,88,68,1,1,0,0,8.6,Teacher
71,93,71,75,0,3,3,0,8.6,HR
75,81,72,79,1,6,3,1,8.6,HR
63,75,85,66,0,3,0,1,8.6,Teacher
75,90,68,86,1,5,1,0,8.6,HR
94,79,71,80,1,5,2,1,8.6,Software
83,82,60,84,1,7,2,1,8.6,Software
74,86,62,76,0,6,1,1,8.6,HR
84,85,71,82,1,6,4,1,8.6,Software
69,68,83,79,1,3,0,0,8.6,Teacher
93,75,74,82,1,5,2,1,8.6,Software
71,92,73,78,1,3,1,1,8.6,HR
69,86,79,87,0,5,3,1,8.6,Software
55,70,84,76,0,3,0,0,8.6,Teacher
69,85,77,80,1,5,2,1,8.6,HR
82,93,71,84,0,3,1,0,8.6,HR
85,71,60,88,1,6,4,1,8.6,Software
90,71,73,89,1,6,1,1,8.6,Software
82,74,62,82,1,5,4,1,8.6,Software
67,71,92,68,0,2,0,0,8.6,Teacher
65,79,90,76,0,2,0,1,8.6,Teacher
69,63,84,77,0,2,0,1,8.6,Teacher
76,89,76,78,0,4,1,0,8.6,HR
52,71,83,72,1,2,1,0,8.6,Teacher
92,71,71,79,1,7,3,1,8.6,Software
69,93,69,76,0,5,2,1,8.6,HR
68,91,67,76,0,3,2,1,8.6,HR
65,79,93,78,0,1,0,1,8.6,Teacher
83,86,62,82,0,3,2,1,8.6,HR
86,77,67,75,1,7,4,1,8.6,Software
71,87,68,76,0,4,3,1,8.6,HR
68,63,90,79,0,2,0,1,8.6,Teacher
69,60,85,69,1,3,1,1,8.6,Teacher
60,75,80,78,1,2,1,1,8.6,Teacher
94,84,66,89,1,4,1,1,8.6,Software
63,65,93,76,1,2,1,1,8.6,Teacher
69,83,77,83,1,6,3,0,8.6,HR
84,74,58,88,1,7,1,1,8.6,Software
67,89,71,79,0,5,1,1,8.6,Software
64,70,88,75,0,3,0,1,8.6,Teacher
63,67,80,68,1,2,1,1,8.6,Teacher
65,63,90,71,1,2,1,1,8.6,Teacher
80,87,75,77,0,3,3,1,8.6,HR
56,72,85,77,1,2,1,1,8.6,Teacher
82,84,77,75,1,5,3,0,8.6,HR
84,91,61,78,1,6,1,1,8.6,HR
84,74,58,80,1,5,3,1,8.6,Software
89,87,70,87,1,7,3,1,8.6,Software
58,65,85,68,1,3,0,1,8.6,Teacher
57,70,94,70,1,1,0,0,8.6,Teacher
93,74,70,80,1,6,4,1,8.6,Software
90,78,55,82,1,6,2,1,8.6,Software
83,78,70,81,1,6,4,1,8.6,Software
88,88,55,85,1,5,2,1,8.6,Software
60,67,85,67,1,2,0,1,8.6,Teacher
79,92,65,86,0,6,2,1,8.6,HR
87,72,73,80,1,7,2,1,8.6,Software
84,92,72,89,1,6,1,0,8.6,HR
92,75,55,82,1,7,1,1,8.6,Software
66,94,73,76,0,5,1,1,8.6,HR
54,73,89,69,0,1,0,1,8.6,Teacher
80,91,76,89,1,5,3,1,8.6,HR
75,81,77,84,0,4,1,1,8.6,HR
83,84,71,85,1,6,3,1,8.6,Software
68,78,89,70,0,2,0,1,8.6,Software
50,78,81,76,0,1,1,0,8.6,Teacher
87,79,63,85,1,6,4,1,8.6,Software
94,72,60,89,1,6,2,1,8.6,Software
74,90,68,85,1,3,3,1,8.6,HR
83,85,62,78,1,6,4,1,8.6,Software
83,81,57,75,1,5,4,1,8.6,Software
94,84,55,78,1,5,3,1,8.6,Software
84,91,71,83,0,6,1,1,8.6,HR
70,92,78,87,0,4,2,0,8.6,HR
53,64,86,70,1,2,1,1,8.6,Teacher
89,80,61,87,1,4,1,1,8.6,Software
52,77,89,79,1,2,1,0,8.6,Teacher
93,73,71,83,1,5,4,1,8.6,Software
91,74,58,89,1,6,4,1,8.6,Software
77,85,76,86,0,5,2,0,8.6,HR
86,79,74,85,1,7,3,1,8.6,Software
89,79,56,77,1,4,3,1,8.6,Software
57,66,81,74,1,3,1,0,8.6,Teacher
78,93,61,88,1,3,3,0,8.6,HR
69,93,65,81,1,6,2,1,8.6,HR
66,76,84,66,1,2,0,0,8.6,Teacher
63,71,81,68,0,2,0,0,8.6,Teacher
65,72,91,70,1,2,0,0,8.6,Teacher
94,71,68,79,1,7,3,1,8.6,Software
93,85,70,89,1,6,2,1,8.6,Software
91,74,67,84,1,7,2,1,8.6,Software
65,91,78,84,1,3,3,0,8.6,HR
81,71,67,80,1,6,4,1,8.6,Software
67,79,91,71,0,1,1,0,8.6,Teacher
85,87,64,82,1,6,1,1,8.6,Software
79,89,68,85,1,3,1,0,8.6,HR
93,79,59,86,1,5,2,1,8.6,Software
61,75,88,79,0,1,0,1,8.6,Teacher
92,82,65,88,1,4,2,1,8.6,Software
84,85,65,86,1,4,4,1,8.6,Software
94,84,66,82,1,7,2,1,8.6,Software
60,78,91,75,1,3,0,0,8.6,Teacher
94,74,59,81,1,5,1,1,8.6,Software
65,66,82,66,1,2,0,0,8.6,Teacher
59,67,93,68,1,2,1,0,8.6,HR
81,85,61,87,1,4,1,1,8.6,Software
89,80,72,89,1,4,3,1,8.6,Software
93,88,63,79,1,4,2,1,8.6,Software
81,88,71,89,1,7,2,1,8.6,Software
91,71,62,86,1,4,4,1,8.6,Teacher
80,74,63,88,1,4,1,1,8.6,Software
74,88,73,77,1,6,3,1,8.6,HR
78,94,65,89,0,4,3,1,8.6,HR
85,75,60,88,1,5,3,1,8.6,Software
63,79,81,76,1,2,0,1,8.6,Teacher
51,63,84,65,1,2,1,0,8.6,Teacher
56,72,92,79,0,1,0,0,8.6,Teacher
85,74,70,85,1,4,1,1,8.6,Software
81,85,74,82,0,4,2,0,8.6,HR
84,81,68,85,1,6,2,1,8.6,Software
83,77,56,87,1,7,1,1,8.6,Software
91,73,68,79,1,7,1,1,8.6,Software
80,82,71,81,1,5,2,1,8.6,HR
64,61,85,69,0,1,0,1,8.6,Teacher
79,86,66,84,1,3,1,1,8.6,HR
83,86,61,76,1,7,2,1,8.6,Software
89,77,60,88,1,6,3,1,8.6,Software
85,76,72,83,1,6,2,1,8.6,Software
81,83,67,85,0,5,1,1,8.6,HR
78,90,69,85,0,4,2,0,8.6,HR
63,68,85,65,0,1,0,1,8.6,Teacher
83,83,69,76,1,7,2,1,8.6,Software
50,77,87,72,1,2,0,0,8.6,Teacher
83,83,68,75,1,7,3,1,8.6,Software
67,60,81,75,1,2,0,1,8.6,Teacher
51,71,87,73,1,2,0,1,8.6,Teacher
54,64,89,69,1,3,1,0,8.6,Teacher
70,89,75,78,1,4,1,1,8.6,HR
90,76,71,86,1,7,1,1,8.6,Software
84,81,64,76,1,7,1,1,8.6,Software
60,77,86,67,0,3,1,0,8.6,Teacher
59,79,89,79,1,3,1,1,8.6,Teacher
67,89,66,87,1,4,2,0,8.6,HR
65,64,87,78,0,3,1,1,8.6,Teacher
77,90,78,87,1,3,1,1,8.6,HR
86,80,66,88,1,4,4,1,8.6,Software
66,81,75,76,1,4,3,0,8.6,HR
84,89,66,81,0,6,3,1,8.6,HR
71,94,64,80,0,5,3,1,8.6,HR
82,72,57,76,1,5,2,1,8.6,Software
60,61,85,66,1,1,1,1,8.6,Teacher
55,73,81,75,1,3,0,1,8.6,Teacher
65,61,80,75,1,3,0,1,8.6,Teacher
52,79,94,78,0,2,0,1,8.6,Teacher
85,70,69,85,1,5,4,1,8.6,Software
66,72,81,68,1,2,0,1,8.6,Teacher
65,76,87,73,0,1,1,0,8.6,Teacher
83,92,70,78,0,3,1,0,8.6,HR
72,81,74,81,0,3,2,1,8.6,HR
77,90,62,82,1,3,3,1,8.6,HR
75,84,67,79,0,4,1,0,8.6,HR
88,89,70,79,1,4,2,1,8.6,Software
81,87,68,82,1,4,1,1,8.6,Software
83,78,63,87,1,5,1,1,8.6,Software
50,74,92,66,1,2,0,0,8.6,Teacher
80,72,61,83,1,4,4,1,8.6,Software
84,80,78,84,1,3,2,1,8.6,HR
85,72,69,81,1,4,2,1,8.6,Software
66,61,88,78,0,1,0,0,8.6,Teacher
56,67,91,77,0,1,0,1,8.6,Software
63,74,86,77,0,3,0,1,8.6,HR
80,87,66,80,1,4,1,1,8.6,HR
83,91,67,88,1,6,1,1,8.6,HR
77,80,65,87,0,4,3,1,8.6,HR
88,87,60,86,1,6,3,1,8.6,Software
80,81,67,84,1,5,3,1,8.6,HR
51,64,92,65,1,2,1,0,8.6,Teacher
73,91,78,86,0,6,2,1,8.6,HR
72,90,61,79,1,3,3,1,8.6,HR
89,81,62,79,1,4,3,1,8.6,Software
91,88,61,86,1,5,1,1,8.6,Software
86,71,61,79,1,7,4,1,8.6,Software
84,82,74,85,1,4,1,1,8.6,HR
90,76,67,77,1,4,4,1,8.6,Software
92,75,60,79,1,6,1,1,8.6,Software
78,84,72,84,1,3,3,1,8.6,HR
77,80,62,82,1,5,1,1,8.6,HR
88,73,70,86,1,4,4,1,8.6,Software
91,87,56,77,1,7,2,1,8.6,Software
54,70,92,67,0,3,0,0,8.6,Teacher
55,60,85,72,1,3,0,1,8.6,Teacher
63,75,81,74,1,3,0,0,8.6,Teacher
81,89,56,83,1,7,1,1,8.6,Software
58,62,89,75,0,1,0,0,8.6,Teacher
59,64,84,69,0,1,0,1,8.6,Teacher
82,71,74,79,1,6,2,1,8.6,Software
73,91,69,77,0,6,3,0,8.6,HR
74,88,72,83,1,5,1,0,8.6,HR
67,79,84,66,1,1,0,0,8.6,Teacher
88,80,72,85,1,4,2,1,8.6,Software
62,71,81,76,1,1,0,0,8.6,Teacher
58,76,92,77,0,3,1,1,8.6,Teacher
84,73,59,81,1,4,1,1,8.6,Software
54,73,81,77,0,3,0,0,8.6,Teacher
92,88,66,82,1,5,4,1,8.6,Software
83,72,74,80,1,6,3,1,8.6,Software
74,82,77,79,1,5,2,0,8.6,HR
85,89,63,80,1,7,4,1,8.6,Software
66,77,82,65,1,1,1,1,8.6,HR
77,82,62,84,1,5,2,1,8.6,HR
93,82,56,78,1,7,2,1,8.6,Software
85,83,59,89,1,4,2,1,8.6,Software
90,75,68,77,1,5,4,1,8.6,Software
69,86,73,76,1,3,2,0,8.6,HR
94,81,69,84,1,4,3,1,8.6,Software
93,71,60,86,1,5,3,1,8.6,Software
71,88,77,81,1,4,2,1,8.6,HR
76,83,73,79,1,6,3,0,8.6,HR
69,65,89,74,0,1,0,1,8.6,Teacher
56,69,88,66,1,2,0,0,8.6,Teacher
89,72,56,88,1,6,3,1,8.6,Software
79,81,73,77,1,3,3,0,8.6,HR
83,86,67,75,1,4,4,1,8.6,Software
77,94,61,81,0,3,3,1,8.6,HR
69,93,67,84,1,3,2,0,8.6,HR
93,72,73,76,1,5,2,1,8.6,Software
80,71,70,85,1,5,2,1,8.6,Software
93,72,73,86,1,4,3,1,8.6,Software
76,83,76,75,1,3,1,0,8.6,Software
67,60,80,71,0,1,1,1,8.6,Teacher
92,84,74,76,1,7,4,1,8.6,Software
77,83,60,82,1,4,2,1,8.6,HR
81,86,65,79,1,5,4,1,8.6,Software
71,92,78,89,1,5,1,0,8.6,HR
93,81,74,82,1,4,4,1,8.6,Software
65,91,67,84,0,5,1,1,8.6,HR
68,71,94,79,1,1,0,0,8.6,Teacher
67,66,92,65,0,2,1,0,8.6,Teacher
61,68,88,66,1,1,0,0,8.6,Teacher
77,93,70,77,1,6,2,0,8.6,HR
68,83,63,84,0,6,3,0,8.6,HR
72,80,65,84,0,3,2,0,8.6,HR
56,75,82,77,0,3,0,1,8.6,Teacher
76,84,78,81,0,4,1,1,8.6,HR
81,86,71,86,1,7,4,1,8.6,Software
54,60,84,75,0,2,0,1,8.6,Teacher
71,85,69,79,0,3,2,1,8.6,HR
81,79,73,84,1,4,4,1,8.6,Software
